journal,title,year,nchar,is_empty,is_abstract,r_did,r_rdd,r_internet,r_ols,r_arch,r_natexp,r_financialcrisis,r_identification,r_data,r_bigdata,r_admin,r_ml,r_python
Journal of Agricultural and Resource Economics,"Warm Glow, Good Feelings, and Contingent Valuation",2018,60838,False,False,0,0,0,0,0,0,0,0,27,0,0,0,0
Journal of Agricultural and Resource Economics,The Impact of Agri-Environmental Policies and Production Intensification on the Environmental Performance of Dutch Dairy Farms,2018,46078,False,False,0,0,0,11,0,0,0,0,54,0,0,0,0
Journal of Agricultural and Resource Economics,Evaluating the USDA's Net Farm Income Forecast,2018,46652,False,False,0,0,0,5,0,0,0,0,19,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts of Changes in Market Fundamentals and Price Momentum on Hedging Live Cattle,2018,36955,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,Sweet Sorghum as Feedstock in Great Plains Corn Ethanol Plants: The Role of Biofuel Policy,2018,99388,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,"Plant Breeders' Rights, Patents, and Incentives to Innovate",2018,83111,False,False,0,0,0,3,0,0,0,0,10,0,0,0,0
Journal of Agricultural and Resource Economics,Factors Influencing Corn Fungicide Treatment Decisions,2018,67939,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Journal of Agricultural and Resource Economics,Discounting Environmental Goods,2018,64425,False,False,0,0,1,1,0,0,0,0,29,0,0,0,0
Journal of Agricultural and Resource Economics,"Ideology, Electoral Incentives, PAC Contributions, and the Agricultural Act of 2014",2018,93517,False,False,0,0,0,0,0,0,0,0,22,0,0,0,0
Journal of Agricultural and Resource Economics,Tobacco Education Program Spending and Tobacco Use among Adolescents,2018,71494,False,False,0,0,1,0,0,0,0,0,15,0,0,0,0
Journal of Agricultural and Resource Economics,Public Opinion on Colorado Water Rights Transfers: Are Policy Preferences Consistent with Concerns over Impacts?,2018,66605,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Journal of Agricultural and Resource Economics,"Asymmetric Price Volatility Transmission between U.S. Biofuel, Corn, and Oil Markets",2018,77529,False,False,0,0,0,1,0,0,0,0,41,0,0,0,0
Journal of Agricultural and Resource Economics,Value of Arrival Metaphylaxis in U.S. Cattle Industry,2018,64733,False,False,11,0,0,11,0,1,0,0,22,0,1,0,0
Journal of Agricultural and Resource Economics,Do Regulations to Protect Endangered Species on Private Lands Affect Local Employment? Evidence from the Listing of the Lesser Prairie Chicken,2018,85227,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Journal of Agricultural and Resource Economics,Should I Stay or Should I Go? A Behavioral Approach to Organizational Choice in Tajikistan's Agriculture,2018,68893,False,False,0,0,1,0,0,0,0,0,2,0,0,0,0
Cogent Economics & Finance,Individual differences and cognitive reflection across gender and nationality the case of the United Arab Emirates,2019,29361,False,False,0,0,0,0,0,0,0,1,1,0,0,0,0
Cogent Economics & Finance,Management of shadow banks for economic and financial stability in South Africa,2019,37556,False,False,0,0,0,0,0,0,0,0,2,0,0,0,0
Cogent Economics & Finance,Measuring business cycles: Empirical evidence based on an unobserved component approach,2019,21899,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Cogent Economics & Finance,Long-term interest rate predictability: Exploring the usefulness of survey forecasts of growth and inflation,2019,27939,False,False,0,0,0,4,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Maximum likelihood estimation of stock volatility using jump-diffusion models,2019,11961,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Multidimensional approach to factors affecting Japanese firms’ expansion in the MENA region,2019,28080,False,False,0,0,0,1,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Preference shocks in an RBC model with intangible capital,2019,33236,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Cogent Economics & Finance,Credit risk and operational risk on financial performance of universal banks in Ghana: A partial least squared structural equation model (PLS SEM) approach,2019,43050,False,False,0,0,0,0,0,0,0,1,8,0,0,0,0
Cogent Economics & Finance,Measuring the relative efficiency of insurance companies in Saudi Arabia: The case study of Takaful vs cooperative industries,2019,44335,False,False,0,0,0,0,0,0,0,0,17,0,0,0,0
Cogent Economics & Finance,Legal theory of finance: Evidence from global financial networks,2019,53192,False,False,0,0,0,0,0,0,0,0,22,0,0,0,0
Cogent Economics & Finance,Enhancing auditors’ independence in auditing enterprises in Vietnam,2019,32452,False,False,0,0,0,0,0,0,0,1,5,0,0,0,0
Cogent Economics & Finance,"The impact of bank capital, bank liquidity and credit risk on profitability in postcrisis period:‎ A comparative study of US and Asia",2019,38062,False,False,0,0,0,2,0,0,0,0,25,0,0,0,0
Cogent Economics & Finance,Recruitment strategies in a university institution: a theoretical cost minimization approach,2019,41777,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Cogent Economics & Finance,Crude oil price shocks and macroeconomic performance in Africa’s oil-producing countries,2019,46539,False,False,0,0,0,0,0,0,0,3,9,0,0,0,0
Cogent Economics & Finance,Why APRC is misleading and how it should be reformed,2019,50664,False,False,0,0,3,0,0,0,0,0,2,0,0,0,0
Cogent Economics & Finance,Modelling the determinants of government expenditure in Nigeria,2019,62829,False,False,0,0,0,1,0,0,0,0,27,0,0,0,0
Cogent Economics & Finance,A Participatory Systems Mapping (PSM) based approach towards analysis of business sustainability of rural Indian milk dairies,2019,37805,False,False,0,0,0,0,0,0,0,2,2,0,0,0,0
Cogent Economics & Finance,"Government debt, government debt service and economic growth nexus in Zambia: a multivariate analysis",2019,28889,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Cogent Economics & Finance,"Financial development, remittances and economic growth: A threshold analysis",2019,40850,False,False,0,0,0,1,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,A structural equation model of reputational risk in South Africa,2019,38263,False,False,0,0,1,0,0,0,0,0,11,0,0,0,0
Cogent Economics & Finance,Investigating critical resource determinants of start-ups: An empirical study of the MENA region,2019,41741,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Cogent Economics & Finance,Retraction: Penalties and Contagion in Financial Networks,2019,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Macro-determinants of short-term foreign debt in Ghana,2019,39723,False,False,0,0,0,3,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Replicating the CBOE VIX using a synthetic volatility index trading algorithm,2019,50555,False,False,0,0,0,0,0,0,0,0,19,0,0,0,0
Cogent Economics & Finance,The dividend puzzle misspecification – Why the role of dividends is not what people think,2019,117880,False,False,0,0,0,2,0,0,0,0,32,0,0,0,0
Cogent Economics & Finance,Mutual fund performance in changing economic conditions: Evidence from an emerging economy,2019,43913,False,False,0,0,0,1,0,0,0,0,33,0,0,0,0
Cogent Economics & Finance,Measuring the effect of the North Korea-U.S. summit on the South Korean stock market,2019,36879,False,False,0,0,0,0,7,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Do investors herd with industries or markets? Evidence from Pakistan stock exchange,2019,35360,False,False,0,0,0,0,0,0,0,2,11,0,0,0,0
Cogent Economics & Finance,The changing role of emerging and frontier markets in global portfolio diversification,2019,46215,False,False,0,0,0,0,21,0,0,0,4,0,0,0,0
Cogent Economics & Finance,A gravity model analysis for trade between the GCC and developed countries,2019,29398,False,False,0,0,0,11,0,0,0,0,15,0,0,0,0
Cogent Economics & Finance,A Crank-Nicolson finite difference approach on the numerical estimation of rebate barrier option prices,2019,33939,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Cogent Economics & Finance,Investor sentiment and stock return volatility: Evidence from the Johannesburg Stock Exchange,2019,40043,False,False,0,0,0,0,45,0,0,0,14,0,0,0,0
Cogent Economics & Finance,"Ownership structure influencing the joint determination of dividend, leverage, and cost of capital",2019,48671,False,False,0,0,0,4,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,Impact of contract farming on rice farm performance: Endogenous switching regression,2019,46880,False,False,0,0,0,1,0,0,0,1,14,0,0,0,0
Cogent Economics & Finance,Financial strength information and institutional investor demand: Evidence from India,2019,18848,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Exploring bequest intentions of Indian households,2019,23880,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Cogent Economics & Finance,Market power and the role of banks as liquidity providers in GCC markets,2019,35094,False,False,0,0,0,2,0,0,0,0,13,0,0,0,0
Cogent Economics & Finance,Discovering determinants of trade credit demand: Evidence from top managers insight,2019,33829,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Cogent Economics & Finance,"Interrelationship among Liquidity, Regulatory Capital and Profitability- A Study on Indian Banks",2019,37177,False,False,0,0,0,8,0,0,0,2,5,0,0,0,0
Cogent Economics & Finance,On the global integration of REITs market returns: A multiresolution analysis,2019,48203,False,False,0,0,0,0,3,0,0,0,25,0,0,0,0
Cogent Economics & Finance,The hedging effectiveness of gold against US stocks in a post-financial crisis era,2019,69528,False,False,0,0,0,6,40,0,0,0,26,0,0,0,0
Cogent Economics & Finance,Do foreign shareholders improve corporate earnings quality in emerging markets? Evidence from Vietnam,2019,48751,False,False,0,0,0,7,0,0,0,0,20,0,0,0,0
Cogent Economics & Finance,The dynamics of the economic cycle with duration dependence: Further evidence from Jordan,2019,20714,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,RETRACTED ARTICLE: Penalties and contagion in financial networks,2019,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Financial inclusion dynamics in WAEMU: Was digital technology the missing piece?,2019,41169,False,False,0,0,21,0,0,0,0,1,13,0,0,0,0
Cogent Economics & Finance,Comprehensive income disclosure (the case of US companies),2019,27793,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,Are financial market states recurrent and persistent?,2019,59043,False,False,0,0,0,0,0,0,0,0,42,0,0,2,0
Cogent Economics & Finance,Intermediate tariffs and intraregional intermediate exports: Implications for regional value chains in ECOWAS,2019,59677,False,False,0,0,1,10,1,0,0,1,20,0,0,0,0
Cogent Economics & Finance,Board gender diversity and firm financial performance in France: Empirical evidence using quantile difference-in-differences and dose-response models,2019,48783,False,False,44,0,0,1,0,0,0,0,15,0,0,0,0
Cogent Economics & Finance,"Determinants of farm livelihoods of smallholder farmers in Yayu biosphere reserve, SW Ethiopia: a gender disaggregated analysis",2019,42281,False,False,0,0,0,1,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,Impact of china’s outward fdi on sub-saharan africa’s industrialization: Evidence from 26 countries,2019,36912,False,False,0,0,0,4,0,0,0,0,18,0,0,0,0
Cogent Economics & Finance,Dynamic currency linkages between select emerging market economies: An empirical study,2019,55505,False,False,0,0,0,0,12,0,0,0,12,0,0,0,0
Cogent Economics & Finance,Planting for Food and Jobs (PFJ): A panacea for productivity and welfare of rice farmers in Northern Ghana,2019,30536,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Cogent Economics & Finance,An investigation of the contribution of processed and unprocessed agricultural exports to economic growth in South Africa,2019,41968,False,False,0,0,0,5,0,0,0,1,13,0,0,0,0
Cogent Economics & Finance,Perceived intrusiveness of rich media ads in online advertising: Evidences from young Indian travellers,2019,30713,False,False,0,0,3,0,0,0,0,0,7,0,0,0,0
Cogent Economics & Finance,Evaluation of factors influencing bank operating efficiency in Tanzanian banking sector,2019,32105,False,False,0,0,0,5,0,0,0,0,13,0,0,0,0
Cogent Economics & Finance,Remittances and financial access: Evidence from Sub-Saharan Africa,2019,22590,False,False,0,0,0,2,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,Cross-sectional returns predictability for emerging market banks: A study on Indian banking system,2019,45606,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,Stock market and its liquidity: Evidence from ARDL bound testing approach in the Indian context,2019,29088,False,False,0,0,0,2,0,0,0,0,7,0,0,0,0
Cogent Economics & Finance,"Can Bitcoin be a diversifier, hedge or safe haven tool?",2019,30868,False,False,0,0,0,0,16,0,0,1,5,0,0,0,0
Cogent Economics & Finance,The determinants of liquidity of Indian listed commercial banks: A panel data approach,2019,31369,False,False,0,0,0,0,0,0,0,0,23,0,0,0,0
Cogent Economics & Finance,Explaining levels of between-group and within-group inequality and poverty in South Africa,2019,26065,False,False,0,0,0,0,0,0,0,0,10,0,0,0,0
Cogent Economics & Finance,Forecasting international tourist arrivals in formulating tourism strategies and planning: The case of Sri Lanka,2019,60568,False,False,0,0,0,0,0,0,0,1,36,1,0,2,0
Cogent Economics & Finance,Analysts and stock liquidity – Global evidence,2019,32534,False,False,1,0,0,0,0,0,0,0,20,0,0,0,0
Cogent Economics & Finance,"Foreign aid, poverty and economic growth in developing countries: A dynamic panel data causality analysis",2019,39715,False,False,0,0,0,0,0,0,0,0,31,0,0,0,0
Cogent Economics & Finance,"Credit risk clustering in a business group: Which matters more, systematic or idiosyncratic risk?",2019,43925,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Cogent Economics & Finance,Are structural policies in countries bordering mediterranean appropriate to economic convergence: Panel ARDL application,2019,48905,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Cogent Economics & Finance,Dividend policy and stock price volatility in an emerging market: Does ownership structure matter?,2019,53785,False,False,0,0,0,15,1,0,0,1,20,0,0,0,0
Cogent Economics & Finance,Impact of external debt and exchange rate volatility on domestic consumption. New evidence from Pakistan,2019,27889,False,False,0,0,0,1,4,0,0,1,14,0,0,0,0
Cogent Economics & Finance,The sectoral effect of demonetization on the economy: Evidence from early reaction of the Indian stock markets,2019,28639,False,False,0,0,0,0,0,0,0,0,16,0,0,0,0
Cogent Economics & Finance,Volatility behavior of asset returns based on robust volatility ratio: Empirical analysis on global stock indices,2019,35346,False,False,0,0,0,0,2,0,0,0,16,0,0,0,0
Cogent Economics & Finance,Macroeconomic surprises and stock market responses—A study on Indian stock market,2019,67684,False,False,0,0,0,0,0,0,0,1,45,0,0,0,0
Cogent Economics & Finance,Contribution of financial market development in competitiveness growth,2019,38629,False,False,0,0,0,2,0,0,0,1,21,0,0,0,0
Cogent Economics & Finance,Access to homebuyer credit and housing satisfaction among households buying affordable apartments in urban Vietnam,2019,26313,False,False,0,0,0,3,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,CEO Compensation in IPOs,2019,35582,False,False,0,0,0,0,0,1,0,0,20,0,0,0,0
Cogent Economics & Finance,Poverty and green economy in South Africa: What is the nexus?,2019,33242,False,False,0,0,0,2,0,0,0,0,7,0,0,0,0
Cogent Economics & Finance,A conceptual model of sustainable supply chain management in small and medium enterprises using blockchain technology,2019,38897,False,False,0,0,1,0,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,Super-replication of the best pairs trade in hindsight,2019,27132,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Liquidity-adjusted CAPM — An empirical analysis on Indian stock market,2019,35235,False,False,0,0,0,0,0,0,0,1,13,0,0,0,0
Cogent Economics & Finance,A microeconometric analysis of factors affecting global value chain participation in Zimbabwe,2019,21731,False,False,0,0,0,0,0,0,0,1,6,0,0,0,0
Cogent Economics & Finance,The pricing kernel puzzle: A behavioral explanation,2019,47009,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,Does corruption grease or sand the wheels of bank profitability in Ghana?,2019,30275,False,False,0,0,0,3,0,0,0,1,18,0,0,0,0
Cogent Economics & Finance,Is there any relationship between monetary policy tools and external credit-growth nexus in Nigeria?,2019,34835,False,False,0,0,0,4,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,Profitability and profit efficiency of certified groundnut seed and conventional groundnut production in Northern Ghana: A comparative analysis,2019,47940,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,The impact of agricultural package programs on farm productivity in Tigray-Ethiopia: Panel data estimation,2019,69903,False,False,0,0,0,1,0,0,0,0,23,0,0,0,0
Cogent Economics & Finance,Correction,2019,0,True,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,The development of composite sentiment index in Indonesia based on the internet-available data,2019,20778,False,False,0,0,4,0,0,0,0,1,26,0,0,0,1
Cogent Economics & Finance,Stock liquidity and capital structure: International evidence,2019,30391,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Cogent Economics & Finance,"Dividend catering, life-cycle, and policy: Evidence from Indonesia",2019,37453,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Nexus between corporate governance practices and cost of capital in PSX listed firms,2019,53588,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,Comparative sectoral price elasticities of U.S. energy demand,2019,30108,False,False,0,0,0,0,0,0,0,1,13,0,0,0,0
Cogent Economics & Finance,Student-managed investment course: A learner-centric approach to investment management,2019,40827,False,False,0,0,0,0,0,0,0,0,4,0,0,0,0
Cogent Economics & Finance,Determinants of Village Savings and Loans Association membership and savings amounts in Awutu Senya West District of Ghana,2019,26611,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Understanding the small-world nature of board network in India,2019,33560,False,False,2,0,0,0,0,0,0,2,2,0,0,0,0
Cogent Economics & Finance,Shadow financial services and firm performance in South Africa,2019,35284,False,False,0,0,0,9,0,0,0,0,15,0,0,0,0
Cogent Economics & Finance,Ramadan effect on stock market return and trade volume: Evidence from Dhaka Stock Exchange (DSE),2019,23631,False,False,0,0,0,1,15,0,0,0,5,0,0,0,0
Cogent Economics & Finance,"Myopia, liquidity constraints and private consumption: the case of Cote d’Ivoire",2019,19761,False,False,0,0,0,2,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,"Do mobile phones, economic growth, bank competition and stability matter for financial inclusion in Africa?",2019,39110,False,False,0,0,2,3,0,0,0,2,17,0,0,0,0
Cogent Economics & Finance,Exchange rate and Chinese financial market: Variance decomposition under vector autoregression approach,2019,32927,False,False,0,0,0,0,1,0,0,0,28,0,0,0,0
Cogent Economics & Finance,Double-sided balanced conditional Sharpe ratio,2019,30231,False,False,0,0,0,0,51,0,0,0,4,0,0,0,0
Cogent Economics & Finance,"Shadow banking, risk-taking and monetary policy in emerging economies: A panel cointegration approach",2019,39554,False,False,0,0,0,26,0,0,0,0,24,0,0,0,0
Cogent Economics & Finance,Does rainfall variability matter for food security in developing countries ?,2019,30431,False,False,0,0,0,2,0,0,0,1,7,0,0,0,0
Cogent Economics & Finance,Social Networks and Commercialisation of African Indigenous Vegetables in Kenya: A Cragg’s Double Hurdle Approach,2019,35017,False,False,0,0,0,0,0,0,0,0,9,0,0,0,0
Cogent Economics & Finance,Gender diversity in boardrooms – A literature review,2019,32709,False,False,0,0,0,0,0,0,0,0,3,0,0,0,0
Cogent Economics & Finance,Financial market reaction to cyberattacks,2019,30674,False,False,0,0,2,0,0,0,0,0,39,0,0,0,0
Cogent Economics & Finance,"An analysis of the smallholder farmers’ cassava (Manihot esculenta Crantz) value chain through a gender perspective: the case of Dak Lak province, Vietnam",2019,40268,False,False,0,0,4,10,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,Adaptive market hypothesis and momentum effect: Evidence from Dhaka Stock Exchange,2019,53148,False,False,0,0,0,4,21,0,0,0,18,0,0,0,1
Cogent Economics & Finance,Value relevance of financial reporting: Evidence from Malaysia,2019,47775,False,False,0,0,0,2,0,0,0,0,16,0,0,0,0
Cogent Economics & Finance,Underlying assumptions in team effectiveness research: An application of problematization methodology,2019,63195,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,Financial development and dollarization in Ghana: an empirical investigation,2019,55888,False,False,0,0,0,11,0,0,0,0,16,0,0,0,0
Cogent Economics & Finance,Interactions between stock prices and exchange rates: An application of multivariate VAR-GARCH model,2019,56904,False,False,0,0,0,1,53,0,0,0,10,0,0,0,0
Cogent Economics & Finance,"Investigating the determinants of household welfare in the Central Highland, Vietnam",2019,23949,False,False,0,0,0,2,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,Exploring the drivers of tracking error constrained portfolio performance,2019,36131,False,False,0,0,0,0,0,0,0,0,6,0,0,0,0
Cogent Economics & Finance,Attitudes towards ambiguous information and stock returns,2019,53582,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Cogent Economics & Finance,A nonparametric economic index to measure the collective effort of national-level economic activities directed towards greater efficiency,2019,65476,False,False,0,0,0,0,0,0,0,0,74,0,0,0,0
Cogent Economics & Finance,An optimal reinsurance management and dividend payout strategy when the insurer’s reserve is an Ito–Levy process,2019,20427,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Cogent Economics & Finance,A conceptual model of operational risk events in the banking sector,2019,47698,False,False,0,0,1,0,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,"Industry concentration, stock returns and asset pricing: The UK evidence",2019,40332,False,False,0,0,0,0,0,0,0,0,18,0,0,0,0
Cogent Economics & Finance,A cross-sectional application of the Nelson-Siegel-Svensson model to several negative yield cases,2019,39629,False,False,0,0,0,0,0,0,0,0,30,0,0,0,0
Cogent Economics & Finance,Risk and returns of different foreign ownership portfolios: Evidence from Vietnam stock market,2019,33320,False,False,0,0,0,0,0,0,0,0,5,0,0,0,0
Cogent Economics & Finance,"Determinants of livelihood strategies of fishing households in the volta Basin, Ghana",2019,33478,False,False,0,0,0,0,0,0,0,0,12,0,0,0,0
Cogent Economics & Finance,The influence of corporate financial events on selected JSE-listed companies,2019,45130,False,False,0,0,1,0,0,0,0,0,3,0,0,0,0
Cogent Economics & Finance,Generalized additive model with embedded variable selection for bankruptcy prediction: Prediction versus interpretation,2019,32784,False,False,0,0,0,0,0,0,0,1,16,0,0,5,0
Cogent Economics & Finance,The determinants of leverage decisions: Evidence from Asian emerging markets,2019,64136,False,False,0,0,0,0,0,0,0,1,28,0,0,0,0
Cogent Economics & Finance,Is public debt harmful towards economic growth? New evidence from South Africa,2019,36928,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Cogent Economics & Finance,Growth effect of trade and investment in Sub-Saharan Africa countries: Empirical insight from panel corrected standard error (PCSE) technique,2019,24478,False,False,0,0,0,0,0,0,0,0,8,0,0,0,0
Cogent Economics & Finance,Latent earning capacity and the race marriage gap,2019,49610,False,False,1,0,0,0,0,0,0,0,22,0,0,0,0
Cogent Economics & Finance,Does direct-sold funds provide a sizeable edge to investors? Evidences from selected mutual funds in India,2019,51765,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Essays in Economic and Business History,Editor's Notes & President's Report,2019,4532,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Gordon, Robert J. The Rise and Fall of American Growth: the US Standard of Living since the Civil War. Princeton, NJ: Princeton University Press, 2016.",2019,19723,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Detroit: A Microcosm of Municipal Finance, Bankruptcy, and Recovery",2019,20272,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Dynamics of Innovation in the Electronic Watch Industry: A Comparative Business History of Longines (Switzerland) and Seiko (Japan), 1960-1980",2019,67189,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"George Scrope, Free Bankers, and The Bank Charter Act of 1833",2019,64880,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Giffard, Hermione. Making Jet Engines in World War II: Britain, Germany, and the United States. Chicago: The University of Chicago Press, 2016.",2019,8885,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,Statistics: Spur to Productivity or Publicity Stunt? London Underground Railways 1913-32,2019,78310,False,False,0,0,0,0,0,0,0,0,11,0,0,0,0
Essays in Economic and Business History,"Taylor, Jason E. Deconstructing the Monolith: The Microeconomics of the National Industrial Recovery Act. Chicago: University of Chicago Press, 2019.",2019,6689,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"PRODUCTION, PRICES, AND TECHNOLOGY: A HISTORICAL ANALYSIS OF THE UNITED STATES COAL INDUSTRY",2019,785,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,Was the African American Great Migration Delayed by Outlawing Emigrant Agents?,2019,76629,False,False,8,0,0,0,0,6,0,6,34,0,0,0,0
Essays in Economic and Business History,Production Prices and Technology: A Historical Analysis of the United States Coal Industry,2019,71822,False,False,0,0,0,1,0,0,0,1,28,0,0,0,0
Essays in Economic and Business History,Microprocesses of Deregulation: The Swedish Experience of The Decentralisation of Education 	,2019,77196,False,False,0,0,0,0,1,0,0,0,3,0,0,0,0
Essays in Economic and Business History,"Avoiding “Musty Mutton Chops”: The Network Narrative of an American Merchant in London, 1771-1774",2019,80984,False,False,0,0,1,0,0,0,0,1,13,1,0,0,0
Essays in Economic and Business History,The  Language of the Emerging Financial Market and Early Eighteenth-Century English Plays,2019,90510,False,False,0,0,0,0,0,0,0,0,1,0,0,0,0
Essays in Economic and Business History,Title Page & Table of Contents,2019,4805,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,"Goodman, Lizzy. Meet Me in the Bathroom: Rebirth and Rock and Roll in New York City, 2001-2011. New York: Harper Collins, 2017.",2019,7038,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Essays in Economic and Business History,The Long-Run Effect of Geographically-Staggered Legalizations: Was There a First-Adopter Advantage for States That Legalized Beer More Quickly in 1933?,2019,34603,False,False,0,0,0,0,0,0,0,0,14,0,0,0,0
Essays in Economic and Business History,"Bátiz-Lazo, Bernardo. Cash and Dash: How ATMs and Computers Changed Banking. Oxford: Oxford University Press, 2018.",2019,7499,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0
Journal of Agricultural and Resource Economics,Addressing Pre-Commitment Bias with a Generalized EASI Model: An Application to Food Demand in Russia,2019,66727,False,False,0,0,0,0,0,0,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,Impacts of Chinese Tariff on World Soybean Markets,2019,93341,False,False,0,0,0,0,0,0,0,0,20,0,0,0,0
Journal of Agricultural and Resource Economics,Effects of Farmers' Yield-Risk Perceptions on Conservation Practice Adoption in Kansas,2019,732,True,True,0,0,0,0,0,0,0,0,1,0,0,0,0
Journal of Agricultural and Resource Economics,The Cost and Market Impacts of Slow-Growth Broilers,2019,92016,False,False,0,0,0,0,0,0,0,0,21,0,0,0,0
Journal of Agricultural and Resource Economics,Practical Alternatives for Forecasting Corn and Soybean Basis in the Eastern Corn Belt throughout the Crop-Marketing Year,2019,77161,False,False,0,0,0,0,0,0,0,0,25,0,0,0,0
Journal of Agricultural and Resource Economics,Macroeconomic Impacts of U.S. Farm and Nutrition Programs,2019,44580,False,False,0,0,0,0,0,0,0,0,13,0,0,0,0
Journal of Agricultural and Resource Economics,The Bright Side of the Generalized System of (Trade) Preferences: Lessons from Agricultural Trade,2019,54882,False,False,0,0,0,1,0,0,0,0,17,0,0,0,0
Journal of Agricultural and Resource Economics,The Role of Exchange Rates on Country-Differentiated Demand: The Case of United States Tomatoes,2019,83308,False,False,0,0,0,1,0,0,0,0,160,0,0,0,0
Journal of Agricultural and Resource Economics,A Comparison of Food Demand Estimation from Homescan and Consumer Expenditure Survey Data,2019,62521,False,False,0,0,0,0,0,0,0,0,26,0,0,0,0
Journal of Agricultural and Resource Economics,How High the Hedge: Relationships between Prices and Yields in the Federal Crop Insurance Program,2019,86044,False,False,0,0,0,0,0,0,0,0,49,0,0,0,0
Journal of Agricultural and Resource Economics,"Animal Welfare, Ideology, and Political Labels: Evidence from California's Proposition 2 and Massachusetts's Question 3",2019,101945,False,False,0,0,0,0,0,0,0,0,38,0,0,0,0
